timestamp,ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY,day,EMA_Sunlight,TimeOfDay,AdjustedHumidity
203600,1053.75,1.6,8.5,-2.8,2674.997,84.735985,0,2681.141540870765,0.2036,82.735985
203700,1054.0,1.6,8.5,-2.8,2674.328,84.729416,0,2680.4601867836886,0.2037,82.729416
203800,1054.0,1.6,8.5,-2.8,2673.66,84.72288,0,2679.7801681053197,0.2038,82.72288
203900,1054.75,1.6,8.5,-2.8,2672.9934,84.71638,0,2679.101491294788,0.2039,82.71638
204000,1053.75,1.6,8.5,-2.8,2672.328,84.70992,0,2678.4241421653096,0.204,82.70992
204100,1053.75,1.6,8.5,-2.8,2671.6638,84.7035,0,2677.748107948779,0.2041,82.7035
204200,1053.25,1.6,8.5,-2.8,2671.001,84.69712,0,2677.073397153901,0.2042,82.69712
204300,1055.25,1.6,8.5,-2.8,2670.3396,84.69077,0,2676.400017438511,0.2043,82.69077
204400,1055.25,1.6,8.5,-2.8,2669.6792,84.68447,0,2675.72793569466,0.2044,82.68447
204500,1056.25,1.6,8.5,-2.8,2669.02,84.6782,0,2675.0571421251943,0.2045,82.6782
204600,1057.25,1.6,8.5,-2.8,2668.3623,84.67197,0,2674.387657912675,0.2046,82.67197
204700,1056.75,1.6,8.5,-2.8,2667.7056,84.66577,0,2673.7194521214074,0.2047,82.66577
204800,1056.5,1.6,8.5,-2.8,2667.0503,84.659615,0,2673.0525369092666,0.2048,82.659615
204900,1056.25,1.6,8.5,-2.8,2666.396,84.653496,0,2672.38688321834,0.2049,82.653496
205000,1054.75,1.6,8.5,-2.8,2665.7432,84.647415,0,2671.7225148965063,0.205,82.647415
205100,1056.25,1.6,8.5,-2.8,2665.0913,84.641365,0,2671.0593934068556,0.2051,82.641365
205200,1056.5,1.6,8.5,-2.8,2664.441,84.63536,0,2670.3975540661704,0.2052,82.63536
205300,1056.25,1.6,8.5,-2.8,2663.7915,84.62939,0,2669.7369486595535,0.2053,82.62939
205400,1056.25,1.6,8.5,-2.8,2663.1433,84.62344,0,2669.0775837935985,0.2054,82.62344
205500,1056.5,1.6,8.5,-2.6,2662.4963,84.617546,0,2668.4194554142387,0.2055,82.617546
205600,1056.75,1.5,8.5,-2.6,2661.8506,84.61168,0,2667.762569872815,0.2056,82.61168
205700,1057.75,1.5,8.5,-2.6,2661.206,84.60585,0,2667.106912885534,0.2057,82.60585
205800,1055.25,1.5,8.5,-2.6,2660.5625,84.60005,0,2666.4524715969806,0.2058,82.60005
205900,1056.75,1.5,8.5,-2.6,2659.9204,84.59429,0,2665.7992644372825,0.2059,82.59429
206000,1055.75,1.5,8.5,-2.6,2659.279,84.58857,0,2665.1472379935544,0.206,82.58857
206100,1055.75,1.5,9.5,-2.6,2658.6392,84.58288,0,2664.4964341941986,0.2061,82.58288
206200,1058.75,1.5,9.5,-2.6,2658.0002,84.577225,0,2663.846810774779,0.2062,82.577225
206300,1059.25,1.5,9.5,-2.6,2657.3625,84.5716,0,2663.198379697301,0.2063,82.5716
206400,1059.25,1.5,9.5,-2.6,2656.726,84.56602,0,2662.5511417275707,0.2064,82.56602
206500,1059.5,1.5,9.5,-2.6,2656.0906,84.56046,0,2661.9050875548137,0.2065,82.56046
206600,1060.75,1.5,9.5,-2.6,2655.456,84.55495,0,2661.260178799332,0.2066,82.55495
206700,1060.75,1.5,9.5,-2.6,2654.823,84.54946,0,2660.6164609193993,0.2067,82.54946
206800,1059.75,1.5,9.5,-2.6,2654.1907,84.54401,0,2659.973884827459,0.2068,82.54401
206900,1057.75,1.5,9.5,-2.6,2653.5598,84.53859,0,2659.332476344713,0.2069,82.53859
207000,1056.75,1.5,9.5,-2.6,2652.9297,84.53321,0,2658.692198710242,0.207,82.53321
207100,1055.75,1.5,9.5,-2.6,2652.3008,84.527855,0,2658.0530588392176,0.2071,82.527855
207200,1055.25,1.5,9.5,-2.6,2651.673,84.52254,0,2657.415052955296,0.2072,82.52254
207300,1055.25,1.5,9.5,-2.6,2651.0464,84.51726,0,2656.7781876597664,0.2073,82.51726
207400,1057.25,1.5,9.5,-2.6,2650.4207,84.512,0,2656.14243889379,0.2074,82.512
207500,1057.75,1.5,9.5,-2.6,2649.7961,84.50678,0,2655.507805004411,0.2075,82.50678
207600,1056.75,1.5,9.5,-2.6,2649.1726,84.501595,0,2654.87428450397,0.2076,82.501595
207700,1057.25,1.5,9.5,-2.6,2648.55,84.49644,0,2654.241856053573,0.2077,82.49644
207800,1058.25,1.5,9.5,-2.6,2647.9285,84.49132,0,2653.6105204482155,0.2078,82.49132
207900,1058.5,1.5,9.5,-2.6,2647.308,84.48622,0,2652.980268403394,0.2079,82.48622
208000,1058.75,1.5,9.5,-2.6,2646.6887,84.48116,0,2652.3511115630545,0.208,82.48116
208100,1060.25,1.5,9.5,-2.6,2646.0703,84.476135,0,2651.7230304067493,0.2081,82.476135
208200,1059.75,1.5,9.5,-2.6,2645.453,84.47114,0,2651.096027366075,0.2082,82.47114
208300,1059.5,1.5,9.5,-2.6,2644.8367,84.46617,0,2650.4700946294674,0.2083,82.46617
208400,1058.25,1.5,9.5,-2.6,2644.2212,84.461235,0,2649.845205166521,0.2084,82.461235
208500,1058.5,1.5,9.5,-2.6,2643.607,84.45633,0,2649.221384649869,0.2085,82.45633
208600,1057.75,1.5,9.5,-2.6,2642.9934,84.451454,0,2648.598586184882,0.2086,82.451454
208700,1056.25,1.5,9.5,-2.6,2642.381,84.44661,0,2647.976827566394,0.2087,82.44661
208800,1055.25,1.5,9.5,-2.6,2641.7698,84.441795,0,2647.356124809755,0.2088,82.441795
208900,1054.75,1.5,9.5,-2.6,2641.1592,84.43701,0,2646.7364323287798,0.2089,82.43701
209000,1054.5,1.5,9.5,-2.6,2640.5498,84.43226,0,2646.1177690959016,0.209,82.43226
209100,1053.75,1.5,9.5,-2.6,2639.9414,84.427536,0,2645.500132186312,0.2091,82.427536
209200,1053.75,1.5,9.5,-2.6,2639.3337,84.42284,0,2644.883488967681,0.2092,82.42284
209300,1052.75,1.5,9.5,-2.6,2638.727,84.418175,0,2644.267840070913,0.2093,82.418175
209400,1053.0,1.5,9.5,-2.6,2638.1216,84.413536,0,2643.6532160638217,0.2094,82.413536
209500,1054.25,1.5,9.5,-2.6,2637.5168,84.40893,0,2643.0395744574394,0.2095,82.40893
209600,1054.0,1.5,9.5,-2.6,2636.9128,84.40435,0,2642.4268970116955,0.2096,82.40435
209700,1052.75,1.5,9.5,-2.6,2636.31,84.3998,0,2641.8152073105257,0.2097,82.3998
209800,1052.5,1.5,9.5,-2.6,2635.708,84.39528,0,2641.2044865794733,0.2098,82.39528
209900,1052.5,1.5,9.5,-2.6,2635.107,84.390785,0,2640.594737921526,0.2099,82.390785
210000,1051.75,1.5,9.5,-2.6,2634.5068,84.38632,0,2639.9859441293734,0.21,82.38632
210100,1053.25,1.5,9.5,-2.6,2633.9077,84.38188,0,2639.3781197164362,0.2101,82.38188
210200,1052.25,1.5,9.5,-2.6,2633.3093,84.37747,0,2638.771237744793,0.2102,82.37747
210300,1054.25,1.5,9.5,-2.6,2632.7117,84.37309,0,2638.165283970314,0.2103,82.37309
210400,1055.25,1.5,9.5,-2.6,2632.1152,84.36874,0,2637.5602755732825,0.2104,82.36874
210500,1055.25,1.5,9.5,-2.6,2631.5195,84.36441,0,2636.956198015954,0.2105,82.36441
210600,1054.75,1.5,9.5,-2.6,2630.9246,84.360115,0,2636.3530382143585,0.2106,82.360115
210700,1053.75,1.5,9.5,-2.6,2630.3306,84.35584,0,2635.750794392923,0.2107,82.35584
210800,1053.75,1.5,9.5,-2.6,2629.7373,84.35159,0,2635.1494449536312,0.2108,82.35159
210900,1053.75,1.4,9.5,-2.6,2629.145,84.347374,0,2634.549000458268,0.2109,82.347374
211000,1052.25,1.4,9.5,-2.6,2628.5537,84.343185,0,2633.949470412441,0.211,82.343185
211100,1052.75,1.4,9.5,-2.6,2627.963,84.33901,0,2633.350823371197,0.2111,82.33901
211200,1053.25,1.4,9.5,-2.6,2627.3733,84.33488,0,2632.753071034077,0.2112,82.33488
211300,1050.75,1.4,9.5,-2.6,2626.7842,84.33076,0,2632.1561839306696,0.2113,82.33076
211400,1050.75,1.4,9.5,-2.6,2626.196,84.32667,0,2631.5601655376026,0.2114,82.32667
211500,1049.25,1.4,9.5,-2.6,2625.6086,84.32261,0,2630.9650089838424,0.2115,82.32261
211600,1049.5,1.4,9.5,-2.6,2625.0222,84.318565,0,2630.3707280854583,0.2116,82.318565
211700,1050.25,1.4,9.5,-2.6,2624.4363,84.31455,0,2629.777285276912,0.2117,82.31455
211800,1049.25,1.4,9.5,-2.6,2623.8513,84.31057,0,2629.1846867492213,0.2118,82.31057
211900,1048.25,1.4,9.5,-2.6,2623.2673,84.3066,0,2628.592948074299,0.2119,82.3066
212000,1047.25,1.4,9.5,-2.6,2622.6838,84.302666,0,2628.002033266869,0.212,82.302666
212100,1047.0,1.4,9.5,-2.6,2622.1013,84.29875,0,2627.4119599401824,0.2121,82.29875
212200,1047.0,1.4,9.5,-2.6,2621.5193,84.29486,0,2626.8226939461642,0.2122,82.29486
212300,1047.75,1.4,9.5,-2.6,2620.9382,84.29099,0,2626.234244551548,0.2123,82.29099
212400,1047.5,1.4,9.5,-2.6,2620.358,84.287155,0,2625.6466200963932,0.2124,82.287155
212500,1045.25,1.4,9.5,-2.6,2619.7783,84.28334,0,2625.059788086754,0.2125,82.28334
212600,1044.25,1.4,9.5,-2.6,2619.1995,84.27954,0,2624.4737592780784,0.2126,82.27954
212700,1044.5,1.4,9.5,-2.6,2618.6213,84.27577,0,2623.888513350271,0.2127,82.27577
212800,1044.25,1.4,9.5,-2.6,2618.044,84.272026,0,2623.3040620152437,0.2128,82.272026
212900,1046.75,1.4,9.5,-2.6,2617.4673,84.2683,0,2622.720385813719,0.2129,82.2683
213000,1047.0,1.4,9.5,-2.6,2616.8914,84.2646,0,2622.137487232347,0.213,82.2646
213100,1047.0,1.4,9.5,-2.6,2616.3162,84.26092,0,2621.5553585091125,0.2131,82.26092
213200,1048.25,1.4,9.5,-2.6,2615.7415,84.25726,0,2620.973972658201,0.2132,82.25726
213300,1048.25,1.4,9.5,-2.6,2615.1677,84.25363,0,2620.3933453923814,0.2133,82.25363
213400,1047.75,1.4,9.5,-2.6,2614.5945,84.25002,0,2619.813460853143,0.2134,82.25002
213500,1048.0,1.4,9.5,-2.6,2614.0222,84.24643,0,2619.234334767829,0.2135,82.24643
213600,1046.25,1.4,9.5,-2.6,2613.4504,84.24287,0,2618.655941291046,0.2136,82.24287
213700,1045.75,1.4,9.5,-2.6,2612.8792,84.23932,0,2618.0782671619418,0.2137,82.23932
213800,1045.5,1.4,9.5,-2.6,2612.3088,84.235794,0,2617.5013204457478,0.2138,82.235794
213900,1045.75,1.4,9.5,-2.6,2611.739,84.23229,0,2616.9250884011726,0.2139,82.23229
214000,1045.25,1.4,9.5,-2.6,2611.17,84.22881,0,2616.3495795610556,0.214,82.22881
214100,1045.25,1.4,9.5,-2.6,2610.6013,84.22535,0,2615.77475160495,0.2141,82.22535
214200,1045.0,1.4,9.5,-2.6,2610.0334,84.22191,0,2615.2006164444547,0.2142,82.22191
214300,1045.75,1.4,9.5,-2.6,2609.4663,84.21849,0,2614.627184800009,0.2143,82.21849
214400,1046.75,1.4,9.5,-2.6,2608.8997,84.215096,0,2614.0544363200083,0.2144,82.215096
214500,1046.25,1.4,9.5,-2.6,2608.3337,84.211716,0,2613.4823626880075,0.2145,82.211716
214600,1046.25,1.4,9.5,-2.6,2607.7686,84.20836,0,2612.910986419207,0.2146,82.20836
214700,1047.25,1.4,9.5,-2.6,2607.2039,84.205025,0,2612.3402777772862,0.2147,82.205025
214800,1047.0,1.4,9.5,-2.6,2606.6396,84.201706,0,2611.7702099995577,0.2148,82.201706
214900,1047.25,1.4,9.5,-2.6,2606.0762,84.1984,0,2611.2008089996016,0.2149,82.1984
215000,1047.5,1.4,9.5,-2.6,2605.5132,84.19513,0,2610.6320480996415,0.215,82.19513
215100,1047.25,1.4,9.5,-2.6,2604.951,84.191864,0,2610.0639432896774,0.2151,82.191864
215200,1048.25,1.4,9.5,-2.6,2604.3892,84.18863,0,2609.4964689607095,0.2152,82.18863
215300,1047.25,1.4,9.5,-2.6,2603.828,84.18541,0,2608.9296220646384,0.2153,82.18541
215400,1047.25,1.4,9.5,-2.6,2603.2673,84.182205,0,2608.3633898581747,0.2154,82.182205
215500,1047.25,1.4,9.5,-2.6,2602.7073,84.17902,0,2607.7977808723576,0.2155,82.17902
215600,1045.25,1.4,9.5,-2.6,2602.1477,84.17586,0,2607.232772785122,0.2156,82.17586
215700,1044.75,1.4,9.5,-2.6,2601.5886,84.17271,0,2606.6683555066097,0.2157,82.17271
215800,1045.0,1.4,9.5,-2.6,2601.0303,84.16958,0,2606.1045499559486,0.2158,82.16958
215900,1044.25,1.4,9.5,-2.6,2600.4724,84.166466,0,2605.5413349603537,0.2159,82.166466
216000,1044.75,1.4,9.5,-2.6,2599.915,84.163376,0,2604.9787014643184,0.216,82.163376
216100,1045.75,1.4,9.5,-2.6,2599.3582,84.1603,0,2604.4166513178866,0.2161,82.1603
216200,1045.75,1.4,9.5,-2.6,2598.802,84.15724,0,2603.855186186098,0.2162,82.15724
216300,1046.25,1.4,9.5,-2.6,2598.246,84.1542,0,2603.294267567488,0.2163,82.1542
216400,1047.25,1.4,9.5,-2.6,2597.691,84.15118,0,2602.733940810739,0.2164,82.15118
216500,1047.25,1.4,9.5,-2.6,2597.136,84.14817,0,2602.174146729665,0.2165,82.14817
216600,1048.75,1.4,9.5,-2.6,2596.5818,84.14518,0,2601.614912056699,0.2166,82.14518
216700,1051.25,1.4,9.5,-2.6,2596.0278,84.142204,0,2601.056200851029,0.2167,82.142204
216800,1052.25,1.4,9.5,-2.6,2595.4746,84.13925,0,2600.498040765926,0.2168,82.13925
216900,1051.25,1.4,9.5,-2.6,2594.9219,84.13631,0,2599.9404266893334,0.2169,82.13631
217000,1051.25,1.4,9.5,-2.6,2594.3694,84.133385,0,2599.3833240204003,0.217,82.133385
217100,1050.25,1.4,9.5,-2.6,2593.8174,84.13047,0,2598.82673161836,0.2171,82.13047
217200,1051.75,1.4,9.5,-2.6,2593.2659,84.12758,0,2598.270648456524,0.2172,82.12758
217300,1053.25,1.4,9.5,-2.6,2592.7148,84.1247,0,2597.7150636108718,0.2173,82.1247
217400,1053.25,1.4,9.5,-2.6,2592.1643,84.12184,0,2597.1599872497845,0.2174,82.12184
217500,1054.75,1.4,9.5,-2.6,2591.6143,84.118996,0,2596.6054185248063,0.2175,82.118996
217600,1056.25,1.4,9.5,-2.6,2591.0645,84.11616,0,2596.0513266723256,0.2176,82.11616
217700,1055.25,1.4,9.5,-2.6,2590.5151,84.11334,0,2595.4977040050935,0.2177,82.11334
217800,1054.75,1.4,9.5,-2.6,2589.9663,84.11054,0,2594.9445636045843,0.2178,82.11054
217900,1055.75,1.4,9.5,-2.6,2589.4177,84.10775,0,2594.3918772441257,0.2179,82.10775
218000,1054.25,1.4,9.5,-2.6,2588.8699,84.10498,0,2593.839679519713,0.218,82.10498
218100,1055.75,1.4,9.5,-2.6,2588.322,84.10222,0,2593.287911567742,0.2181,82.10222
218200,1055.75,1.4,9.5,-2.6,2587.775,84.09947,0,2592.736620410968,0.2182,82.09947
218300,1055.5,1.4,9.5,-2.6,2587.228,84.09674,0,2592.185758369871,0.2183,82.09674
218400,1056.25,1.4,9.5,-2.6,2586.6814,84.09402,0,2591.635322532884,0.2184,82.09402
218500,1056.0,1.4,9.5,-2.6,2586.1353,84.09132,0,2591.0853202795956,0.2185,82.09132
218600,1056.25,1.4,9.5,-2.6,2585.5896,84.08862,0,2590.535748251636,0.2186,82.08862
218700,1057.25,1.4,9.5,-2.6,2585.0442,84.085945,0,2589.9865934264726,0.2187,82.085945
218800,1056.25,1.4,9.5,-2.6,2584.499,84.08328,0,2589.4378340838257,0.2188,82.08328
218900,1056.0,1.4,9.5,-2.6,2583.9543,84.08063,0,2588.8894806754433,0.2189,82.08063
219000,1056.75,1.4,9.5,-2.6,2583.4102,84.07799,0,2588.341552607899,0.219,82.07799
219100,1054.25,1.4,9.5,-2.6,2582.866,84.075356,0,2587.793997347109,0.2191,82.075356
219200,1053.75,1.4,9.5,-2.6,2582.3225,84.07274,0,2587.246847612398,0.2192,82.07274
219300,1053.5,1.4,9.5,-2.6,2581.779,84.07014,0,2586.7000628511587,0.2193,82.07014
219400,1053.5,1.4,9.5,-2.6,2581.236,84.06754,0,2586.1536565660426,0.2194,82.06754
219500,1052.75,1.4,9.5,-2.6,2580.6934,84.064964,0,2585.6076309094383,0.2195,82.064964
219600,1053.75,1.4,9.5,-2.6,2580.151,84.0624,0,2585.0619678184944,0.2196,82.0624
219700,1054.0,1.4,9.5,-2.6,2579.6086,84.05984,0,2584.5166310366453,0.2197,82.05984
219800,1054.25,1.4,9.5,-2.6,2579.067,84.0573,0,2583.971667932981,0.2198,82.0573
219900,1056.25,1.4,9.5,-2.6,2578.5254,84.054756,0,2583.427041139683,0.2199,82.054756
220000,1054.25,1.4,9.5,-2.6,2577.9841,84.05224,0,2582.8827470257147,0.22,82.05224
220100,1054.75,1.4,9.5,-2.6,2577.443,84.04972,0,2582.338772323143,0.2201,82.04972
220200,1056.25,1.4,9.5,-2.6,2576.9023,84.04722,0,2581.795125090829,0.2202,82.04722
220300,1056.25,1.4,9.5,-2.6,2576.362,84.04472,0,2581.251812581746,0.2203,82.04472
220400,1056.0,1.4,9.5,-2.6,2575.8218,84.042244,0,2580.7088113235714,0.2204,82.042244
220500,1057.25,1.4,9.5,-2.6,2575.2817,84.03977,0,2580.1661001912144,0.2205,82.03977
220600,1056.75,1.4,9.5,-2.6,2574.7422,84.03731,0,2579.623710172093,0.2206,82.03731
220700,1055.75,1.4,9.5,-2.6,2574.2026,84.03486,0,2579.081599154884,0.2207,82.03486
220800,1055.5,1.4,9.5,-2.6,2573.6633,84.03241,0,2578.5397692393954,0.2208,82.03241
220900,1053.25,1.4,9.5,-2.6,2573.1243,84.029976,0,2577.9982223154557,0.2209,82.029976
221000,1050.25,1.4,9.5,-2.6,2572.5857,84.02755,0,2577.45697008391,0.221,82.02755
221100,1050.0,1.4,9.5,-2.6,2572.0469,84.02514,0,2576.9159630755194,0.2211,82.02514
221200,1050.25,1.4,9.5,-2.6,2571.5085,84.02273,0,2576.3752167679677,0.2212,82.02273
221300,1049.25,1.4,9.5,-2.6,2570.9705,84.02033,0,2575.834745091171,0.2213,82.02033
221400,1048.25,1.4,9.5,-2.6,2570.4324,84.017944,0,2575.294510582054,0.2214,82.017944
221500,1048.25,1.4,9.5,-2.6,2569.8948,84.01556,0,2574.754539523849,0.2215,82.01556
221600,1048.5,1.4,9.5,-2.6,2569.3572,84.01318,0,2574.2148055714642,0.2216,82.01318
221700,1049.75,1.4,9.5,-2.6,2568.8196,84.01082,0,2573.675285014318,0.2217,82.01082
221800,1049.75,1.3,9.5,-2.6,2568.2825,84.00846,0,2573.136006512886,0.2218,82.00846
221900,1050.75,1.3,9.5,-2.6,2567.7454,84.00611,0,2572.5969458615973,0.2219,82.00611
222000,1050.5,1.3,9.5,-2.6,2567.2083,84.00377,0,2572.058081275438,0.222,82.00377
222100,1051.75,1.3,9.5,-2.6,2566.6714,84.001434,0,2571.5194131478943,0.2221,82.001434
222200,1050.75,1.3,9.5,-2.6,2566.1348,83.9991,0,2570.980951833105,0.2222,81.9991
222300,1052.25,1.3,9.5,-2.6,2565.5984,83.99678,0,2570.4426966497945,0.2223,81.99678
222400,1054.25,1.3,9.5,-2.6,2565.062,83.99446,0,2569.904626984815,0.2224,81.99446
222500,1055.25,1.3,9.5,-2.6,2564.5256,83.99216,0,2569.366724286334,0.2225,81.99216
222600,1053.25,1.3,9.5,-2.6,2563.9895,83.98985,0,2568.829001857701,0.2226,81.98985
222700,1054.25,1.3,9.5,-2.6,2563.4536,83.98756,0,2568.291461671931,0.2227,81.98756
222800,1055.75,1.3,9.5,-2.6,2562.9175,83.98527,0,2567.754065504738,0.2228,81.98527
222900,1055.25,1.3,9.5,-2.6,2562.3818,83.98298,0,2567.216838954264,0.2229,81.98298
223000,1055.25,1.3,9.5,-2.6,2561.846,83.980705,0,2566.6797550588376,0.223,81.980705
223100,1055.25,1.3,9.5,-2.6,2561.3103,83.97843,0,2566.142809552954,0.2231,81.97843
223200,1056.75,1.3,9.5,-2.6,2560.775,83.976166,0,2565.6060285976587,0.2232,81.976166
223300,1056.5,1.3,9.5,-2.6,2560.2393,83.9739,0,2565.0693557378927,0.2233,81.9739
223400,1056.5,1.3,9.5,-2.6,2559.7039,83.97164,0,2564.5328101641035,0.2234,81.97164
223500,1057.75,1.3,9.5,-2.6,2559.1687,83.96939,0,2563.9963991476934,0.2235,81.96939
223600,1057.75,1.3,9.5,-2.6,2558.6333,83.96714,0,2563.4600892329245,0.2236,81.96714
223700,1058.0,1.3,9.5,-2.6,2558.0981,83.9649,0,2562.9238903096325,0.2237,81.9649
223800,1058.75,1.3,9.5,-2.6,2557.5627,83.962654,0,2562.3877712786693,0.2238,81.962654
223900,1059.75,1.3,9.5,-2.6,2557.0276,83.96042,0,2561.8517541508027,0.2239,81.96042
224000,1060.75,1.3,9.5,-2.6,2556.4927,83.95819,0,2561.3158487357223,0.224,81.95819
224100,1059.75,1.3,9.5,-2.6,2555.9575,83.95596,0,2560.78001386215,0.2241,81.95596
224200,1059.5,1.3,9.5,-2.6,2555.4224,83.953735,0,2560.2442524759354,0.2242,81.953735
224300,1059.5,1.3,9.5,-2.6,2554.8872,83.951515,0,2559.7085472283416,0.2243,81.951515
224400,1058.25,1.3,9.5,-2.6,2554.3523,83.9493,0,2559.1729225055074,0.2244,81.9493
224500,1058.25,1.3,9.5,-2.6,2553.8171,83.94708,0,2558.6373402549566,0.2245,81.94708
224600,1057.25,1.3,9.5,-2.6,2553.2822,83.94488,0,2558.101826229461,0.2246,81.94488
224700,1058.25,1.3,9.5,-2.6,2552.747,83.942665,0,2557.566343606515,0.2247,81.942665
224800,1058.75,1.3,9.5,-2.6,2552.212,83.94046,0,2557.0309092458638,0.2248,81.94046
224900,1058.75,1.3,9.5,-2.6,2551.6768,83.938255,0,2556.4954983212774,0.2249,81.938255
225000,1058.25,1.3,9.5,-2.6,2551.1416,83.93605,0,2555.9601084891497,0.225,81.93605
225100,1057.25,1.3,9.5,-2.6,2550.6064,83.93385,0,2555.424737640235,0.2251,81.93385
225200,1056.75,1.3,9.5,-2.6,2550.0713,83.931656,0,2554.8893938762117,0.2252,81.931656
225300,1055.75,1.3,9.5,-2.6,2549.536,83.92946,0,2554.3540544885905,0.2253,81.92946
225400,1055.75,1.3,9.5,-2.6,2549.0007,83.92727,0,2553.8187190397316,0.2254,81.92727
225500,1054.25,1.3,9.5,-2.6,2548.4653,83.92507,0,2553.283377135758,0.2255,81.92507
225600,1054.0,1.3,9.5,-2.6,2547.9297,83.92288,0,2552.7480094221823,0.2256,81.92288
225700,1053.75,1.3,9.5,-2.6,2547.3943,83.92069,0,2552.2126384799644,0.2257,81.92069
225800,1053.25,1.3,9.5,-2.6,2546.8586,83.9185,0,2551.677234631968,0.2258,81.9185
225900,1052.75,1.3,9.5,-2.6,2546.323,83.91631,0,2551.1418111687717,0.2259,81.91631
226000,1052.75,1.3,9.5,-2.6,2545.787,83.91412,0,2550.6063300518945,0.226,81.91412
226100,1053.75,1.3,9.5,-2.6,2545.2512,83.911934,0,2550.070817046705,0.2261,81.911934
226200,1054.75,1.3,9.5,-2.6,2544.7153,83.909744,0,2549.5352653420346,0.2262,81.909744
226300,1053.25,1.3,9.5,-2.6,2544.1792,83.907555,0,2548.999658807831,0.2263,81.907555
226400,1052.75,1.3,9.5,-2.6,2543.6428,83.905365,0,2548.4639729270484,0.2264,81.905365
226500,1054.25,1.3,9.5,-2.6,2543.1064,83.90318,0,2547.928215634344,0.2265,81.90318
226600,1054.0,1.3,9.5,-2.6,2542.57,83.90099,0,2547.3923940709096,0.2266,81.90099
226700,1054.25,1.3,9.5,-2.6,2542.0334,83.898796,0,2546.856494663819,0.2267,81.898796
226800,1054.25,1.3,9.5,-2.6,2541.4966,83.89661,0,2546.3205051974373,0.2268,81.89661
226900,1053.25,1.3,9.5,-2.6,2540.9597,83.89442,0,2545.7844246776936,0.2269,81.89442
227000,1054.25,1.3,9.5,-2.6,2540.4226,83.89222,0,2545.2482422099242,0.227,81.89222
227100,1055.25,1.3,9.5,-2.6,2539.8855,83.89003,0,2544.711967988932,0.2271,81.89003
227200,1055.0,1.3,9.5,-2.6,2539.3481,83.88783,0,2544.175581190039,0.2272,81.88783
227300,1055.0,1.3,9.5,-2.6,2538.8105,83.885635,0,2543.639073071035,0.2273,81.885635
227400,1056.75,1.3,9.5,-2.6,2538.2727,83.88343,0,2543.1024357639317,0.2274,81.88343
227500,1055.75,1.3,9.5,-2.6,2537.7349,83.88123,0,2542.5656821875386,0.2275,81.88123
227600,1055.75,1.3,9.5,-2.6,2537.1968,83.87903,0,2542.028793968785,0.2276,81.87903
227700,1055.5,1.3,9.5,-2.6,2536.6584,83.87682,0,2541.4917545719068,0.2277,81.87682
227800,1055.75,1.3,9.5,-2.6,2536.1199,83.87461,0,2540.954569114716,0.2278,81.87461
227900,1054.75,1.3,9.5,-2.6,2535.581,83.8724,0,2540.4172122032446,0.2279,81.8724
228000,1054.75,1.3,9.5,-2.6,2535.0422,83.870186,0,2539.87971098292,0.228,81.870186
228100,1053.75,1.3,9.5,-2.6,2534.503,83.867966,0,2539.3420398846283,0.2281,81.867966
228200,1052.75,1.3,9.5,-2.6,2533.9636,83.865746,0,2538.8041958961658,0.2282,81.865746
228300,1051.75,1.3,9.5,-2.6,2533.4238,83.86352,0,2538.2661563065494,0.2283,81.86352
228400,1050.75,1.3,9.5,-2.6,2532.884,83.86129,0,2537.7279406758944,0.2284,81.86129
228500,1051.75,1.3,9.5,-2.6,2532.344,83.859055,0,2537.1895466083047,0.2285,81.859055
228600,1053.75,1.3,9.5,-2.6,2531.8035,83.85682,0,2536.650941947474,0.2286,81.85682
228700,1051.25,1.3,9.5,-2.6,2531.263,83.854576,0,2536.1121477527267,0.2287,81.854576
228800,1052.25,1.3,9.5,-2.6,2530.722,83.85233,0,2535.5731329774544,0.2288,81.85233
228900,1053.25,1.3,9.5,-2.4,2530.1807,83.85008,0,2535.0338896797093,0.2289,81.85008
229000,1053.25,1.3,9.5,-2.4,2529.6394,83.84783,0,2534.4944407117387,0.229,81.84783
229100,1051.75,1.3,9.5,-2.4,2529.0977,83.845566,0,2533.954766640565,0.2291,81.845566
229200,1051.5,1.3,9.5,-2.4,2528.5554,83.84331,0,2533.414829976509,0.2292,81.84331
229300,1051.25,1.3,9.5,-2.4,2528.0132,83.841034,0,2532.874666978858,0.2293,81.841034
229400,1051.75,1.3,9.5,-2.4,2527.4705,83.83876,0,2532.3342502809724,0.2294,81.83876
229500,1052.0,1.3,9.5,-2.4,2526.9275,83.83648,0,2531.793575252875,0.2295,81.83648
229600,1052.75,1.3,9.5,-2.4,2526.3843,83.83419,0,2531.252647727588,0.2296,81.83419
229700,1053.25,1.3,9.5,-2.4,2525.8406,83.8319,0,2530.711442954829,0.2297,81.8319
229800,1052.75,1.3,9.5,-2.4,2525.2969,83.829605,0,2530.169988659346,0.2298,81.829605
229900,1055.25,1.3,9.5,-2.4,2524.7524,83.8273,0,2529.6282297934113,0.2299,81.8273
230000,1055.75,1.3,9.5,-2.4,2524.208,83.82499,0,2529.08620681407,0.23,81.82499
230100,1054.75,1.3,9.5,-2.4,2523.6628,83.82267,0,2528.5438661326634,0.2301,81.82267
